objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
deweydigitals001,Ari Digital Object Access File.jpg,,,Ari,Taylor Kozlin,2023-04-01,Tan cat named Ari sitting infront of a window at nighttime ,Cat,"Buffalo, NY ",,,Omeka link,Item #7,Still image ,image/jpeg,eng,Taylor Kozlin ,2023 Taylor Kozlin. All rights reserved
